Store,DayOfWeekNumber,DayOfWeekName,SaleDate,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,HasCompetition,CompetitionDistance,CompetitionCategory,CompetitionOpenDate,StorePromo,PromoSinceWeek,PromoSinceYear,PromoInterval
162,6,Sat,15/11/14,7324,564,Yes,No,No,No,D,Extended,Yes,5340,Far,01/03/12,Yes,13,2010,"Jan,Apr,Jul,Oct"
164,3,Wed,20/11/13,6014,616,Yes,Yes,No,No,A,Basic,Yes,1160,Far,01/09/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
164,5,Fri,20/12/13,9387,866,Yes,Yes,No,No,A,Basic,Yes,1160,Far,01/09/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
164,4,Thu,19/03/15,6593,683,Yes,Yes,No,No,A,Basic,Yes,1160,Far,01/09/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
164,6,Sat,04/07/15,4297,471,Yes,No,No,No,A,Basic,Yes,1160,Far,01/09/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
165,1,Mon,22/07/13,3768,454,Yes,No,No,No,A,Basic,Yes,3720,Far,01/04/05,Yes,13,2010,"Jan,Apr,Jul,Oct"
166,6,Sat,15/11/14,5879,865,Yes,No,No,No,A,Extended,Yes,100,Far,01/04/14,Yes,31,2013,"Jan,Apr,Jul,Oct"
166,3,Wed,08/04/15,5483,838,Yes,No,No,Yes,A,Extended,Yes,100,Medium,01/04/14,Yes,31,2013,"Jan,Apr,Jul,Oct"
166,2,Tue,21/07/15,5117,807,Yes,No,No,Yes,A,Extended,Yes,100,Medium,01/04/14,Yes,31,2013,"Jan,Apr,Jul,Oct"
169,4,Thu,17/04/14,9681,984,Yes,Yes,No,Yes,D,Basic,Yes,980,Far,01/07/14,Yes,18,2014,"Feb,May,Aug,Nov"
170,6,Sat,05/03/14,5533,582,Yes,No,No,No,A,Basic,Yes,1070,Far,01/05/15,Yes,14,2011,"Jan,Apr,Jul,Oct"
170,4,Thu,22/05/14,4775,512,Yes,Yes,No,No,A,Basic,Yes,1070,Far,01/05/15,Yes,14,2011,"Jan,Apr,Jul,Oct"
170,1,Mon,17/11/14,3901,516,Yes,No,No,No,A,Basic,Yes,1070,Far,01/05/15,Yes,14,2011,"Jan,Apr,Jul,Oct"
170,1,Mon,06/01/15,6569,635,Yes,Yes,No,No,A,Basic,Yes,1070,Far,01/05/15,Yes,14,2011,"Jan,Apr,Jul,Oct"
170,2,Tue,15/06/23,3352,418,Yes,No,No,No,A,Basic,Yes,1070,Medium,01/05/15,Yes,14,2011,"Jan,Apr,Jul,Oct"
177,3,Wed,09/03/14,5226,556,Yes,Yes,No,Yes,A,Basic,Yes,1250,Medium,01/02/04,Yes,5,2013,"Feb,May,Aug,Nov"
181,6,Sat,15/03/07,3598,405,Yes,No,No,No,A,Basic,Yes,12610,Far,01/03/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
186,5,Fri,15/03/13,2939,332,Yes,No,No,No,A,Basic,Yes,290,Medium,01/10/11,Yes,40,2014,"Jan,Apr,Jul,Oct"
186,6,Sat,14/06/14,3353,346,Yes,No,No,No,A,Basic,Yes,290,Far,01/10/11,Yes,40,2014,"Jan,Apr,Jul,Oct"
190,1,Mon,13/05/13,9118,769,Yes,Yes,No,No,A,Basic,Yes,1470,Medium,01/12/06,Yes,40,2014,"Jan,Apr,Jul,Oct"
190,1,Mon,29/07/13,10210,776,Yes,Yes,No,No,A,Basic,Yes,1470,Medium,01/12/06,Yes,40,2014,"Jan,Apr,Jul,Oct"
190,3,Wed,16/04/14,8490,782,Yes,Yes,No,Yes,A,Basic,Yes,1470,Medium,01/12/06,Yes,40,2014,"Jan,Apr,Jul,Oct"
190,6,Sat,13/07/20,5599,520,Yes,No,No,No,A,Basic,Yes,1470,Far,01/12/06,Yes,40,2014,"Jan,Apr,Jul,Oct"
191,2,Tue,09/07/13,6367,721,Yes,No,No,No,A,Basic,Yes,1100,Far,01/08/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
191,5,Fri,02/08/13,7496,727,Yes,Yes,No,No,A,Basic,Yes,1100,Far,01/08/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
191,4,Thu,31/10/13,6421,721,Yes,No,No,Yes,A,Basic,Yes,1100,Far,01/08/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
192,5,Fri,10/05/13,8111,576,Yes,No,No,No,D,Extended,Yes,2770,Far,01/03/08,Yes,40,2014,"Jan,Apr,Jul,Oct"
192,6,Sat,14/02/15,13995,1034,Yes,No,No,No,D,Extended,Yes,2770,Far,01/03/08,Yes,40,2014,"Jan,Apr,Jul,Oct"
192,6,Sat,30/05/15,16106,1068,Yes,No,No,No,D,Extended,Yes,2770,Far,01/03/08,Yes,40,2014,"Jan,Apr,Jul,Oct"
192,3,Wed,17/06/15,14273,906,Yes,Yes,No,No,D,Extended,Yes,2770,Far,01/03/08,Yes,40,2014,"Jan,Apr,Jul,Oct"
196,6,Sat,03/09/13,2921,449,Yes,No,No,No,C,Basic,Yes,3850,Far,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,1,Mon,24/11/14,7305,823,Yes,Yes,No,No,C,Basic,Yes,3850,Far,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,3,Wed,11/03/15,4383,635,Yes,No,No,No,C,Basic,Yes,3850,Far,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,6,Sat,18/04/15,3294,498,Yes,No,No,No,C,Basic,Yes,3850,Medium,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,3,Wed,22/04/15,4178,612,Yes,No,No,No,C,Basic,Yes,3850,Far,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,3,Wed,05/06/15,6754,798,Yes,Yes,No,No,C,Basic,Yes,3850,Medium,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,3,Wed,24/06/15,4443,620,Yes,No,No,No,C,Basic,Yes,3850,Medium,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,3,Wed,14/09/17,6067,720,Yes,Yes,No,No,C,Basic,Yes,3850,Medium,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
196,5,Fri,14/11/21,4839,662,Yes,No,No,No,C,Basic,Yes,3850,Far,01/11/05,Yes,14,2011,"Jan,Apr,Jul,Oct"
198,1,Mon,15/02/02,5737,574,Yes,Yes,No,Yes,A,Basic,Yes,290,Medium,01/09/02,Yes,13,2010,"Jan,Apr,Jul,Oct"
198,4,Thu,14/04/03,3172,373,Yes,Yes,No,No,A,Basic,Yes,290,Far,01/09/02,Yes,13,2010,"Jan,Apr,Jul,Oct"
198,6,Sat,14/07/12,923,121,Yes,No,No,No,A,Basic,Yes,290,Medium,01/09/02,Yes,13,2010,"Jan,Apr,Jul,Oct"
198,3,Wed,08/07/13,1975,261,Yes,No,No,Yes,A,Basic,Yes,290,Far,01/09/02,Yes,13,2010,"Jan,Apr,Jul,Oct"
198,6,Sat,14/09/13,1047,138,Yes,No,No,No,A,Basic,Yes,290,Medium,01/09/02,Yes,13,2010,"Jan,Apr,Jul,Oct"
199,4,Thu,22/08/13,5807,524,Yes,No,No,No,D,Extended,Yes,6360,Near,01/12/10,Yes,14,2012,"Mar,Jun,Sept,Dec"
199,3,Wed,03/09/14,9194,695,Yes,Yes,No,Yes,D,Extended,Yes,6360,Medium,01/12/10,Yes,14,2012,"Mar,Jun,Sept,Dec"
199,1,Mon,23/02/15,4443,396,Yes,No,No,No,D,Extended,Yes,6360,Medium,01/12/10,Yes,14,2012,"Mar,Jun,Sept,Dec"
199,4,Thu,13/01/31,6260,495,Yes,No,No,No,D,Extended,Yes,6360,Far,01/12/10,Yes,14,2012,"Mar,Jun,Sept,Dec"
204,4,Thu,03/07/13,5491,553,Yes,Yes,No,No,A,Basic,Yes,5630,Far,01/12/02,Yes,40,2014,"Jan,Apr,Jul,Oct"
209,5,Fri,13/04/05,5058,571,Yes,No,No,Yes,A,Extended,Yes,11680,Medium,01/09/11,Yes,31,2013,"Jan,Apr,Jul,Oct"
209,7,Sun,25/08/13,1960,224,Yes,No,No,No,A,Extended,Yes,11680,Far,01/09/11,Yes,31,2013,"Jan,Apr,Jul,Oct"
209,3,Wed,04/09/14,5250,557,Yes,No,No,No,A,Extended,Yes,11680,Far,01/09/11,Yes,31,2013,"Jan,Apr,Jul,Oct"
210,5,Fri,22/02/13,3491,362,Yes,Yes,No,No,D,Basic,Yes,970,Far,01/11/99,Yes,5,2013,"Feb,May,Aug,Nov"
210,2,Tue,29/10/13,2411,301,Yes,No,No,No,D,Basic,Yes,970,Medium,01/11/99,Yes,5,2013,"Feb,May,Aug,Nov"
210,5,Fri,22/11/13,3242,348,Yes,Yes,No,No,D,Basic,Yes,970,Far,01/11/99,Yes,5,2013,"Feb,May,Aug,Nov"
210,1,Mon,29/12/14,3019,281,Yes,No,No,Yes,D,Basic,Yes,970,Medium,01/11/99,Yes,5,2013,"Feb,May,Aug,Nov"
214,6,Sat,02/09/13,9181,827,Yes,No,No,No,D,Basic,Yes,8650,Medium,01/07/13,Yes,10,2014,"Jan,Apr,Jul,Oct"
214,5,Fri,13/09/13,9289,740,Yes,Yes,No,No,D,Basic,Yes,8650,Medium,01/07/13,Yes,10,2014,"Jan,Apr,Jul,Oct"
214,3,Wed,09/04/14,7136,582,Yes,No,No,No,D,Basic,Yes,8650,Medium,01/07/13,Yes,10,2014,"Jan,Apr,Jul,Oct"
214,4,Thu,09/10/14,9263,668,Yes,Yes,No,Yes,D,Basic,Yes,8650,Far,01/07/13,Yes,10,2014,"Jan,Apr,Jul,Oct"
223,3,Wed,12/11/13,7248,753,Yes,No,No,No,D,Extended,Yes,2920,Far,01/10/95,Yes,27,2011,"Jan,Apr,Jul,Oct"
223,3,Wed,31/12/14,3548,412,Yes,No,No,Yes,D,Extended,Yes,2920,Far,01/10/95,Yes,27,2011,"Jan,Apr,Jul,Oct"
229,4,Thu,13/05/02,10491,895,Yes,Yes,No,No,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,1,Mon,26/08/13,10496,862,Yes,Yes,No,No,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,5,Fri,13/09/13,9989,885,Yes,Yes,No,No,D,Extended,Yes,17410,Medium,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,4,Thu,21/08/14,9230,741,Yes,Yes,No,Yes,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,4,Thu,15/01/15,8239,698,Yes,Yes,No,No,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,1,Mon,30/03/15,14907,991,Yes,Yes,No,Yes,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
229,3,Wed,14/03/26,6402,591,Yes,No,No,No,D,Extended,Yes,17410,Far,01/04/07,Yes,14,2011,"Jan,Apr,Jul,Oct"
232,5,Fri,28/03/14,2995,276,Yes,No,No,No,C,Extended,Yes,13570,Far,01/05/10,Yes,10,2013,"Mar,Jun,Sept,Dec"
232,3,Wed,17/12/14,4884,351,Yes,Yes,No,No,C,Extended,Yes,13570,Far,01/05/10,Yes,10,2013,"Mar,Jun,Sept,Dec"
232,4,Thu,05/02/15,3825,336,Yes,Yes,No,Yes,C,Extended,Yes,13570,Far,01/05/10,Yes,10,2013,"Mar,Jun,Sept,Dec"
235,4,Thu,06/06/13,7039,555,Yes,Yes,No,No,A,Basic,Yes,5710,Medium,01/03/12,Yes,37,2009,"Jan,Apr,Jul,Oct"
235,6,Sat,04/10/14,5048,434,Yes,No,No,No,A,Basic,Yes,5710,Medium,01/03/12,Yes,37,2009,"Jan,Apr,Jul,Oct"
235,1,Mon,17/11/14,5440,506,Yes,No,No,No,A,Basic,Yes,5710,Medium,01/03/12,Yes,37,2009,"Jan,Apr,Jul,Oct"
247,6,Sat,16/03/13,8526,705,Yes,No,No,No,D,Extended,Yes,70,Far,01/11/10,Yes,5,2013,"Feb,May,Aug,Nov"
247,6,Sat,05/10/13,7282,629,Yes,No,No,No,D,Extended,Yes,70,Far,01/11/10,Yes,5,2013,"Feb,May,Aug,Nov"
247,4,Thu,24/07/14,6804,582,Yes,No,No,No,D,Extended,Yes,70,Far,01/11/10,Yes,5,2013,"Feb,May,Aug,Nov"
247,6,Sat,13/03/30,11956,970,Yes,No,No,No,D,Extended,Yes,70,Far,01/11/10,Yes,5,2013,"Feb,May,Aug,Nov"
248,6,Sat,19/01/13,6953,1031,Yes,No,No,No,A,Extended,Yes,340,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
248,2,Tue,02/04/13,8461,1306,Yes,No,No,Yes,A,Extended,Yes,340,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
248,1,Mon,23/09/13,9102,1147,Yes,Yes,No,No,A,Extended,Yes,340,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
248,3,Wed,23/10/13,8209,1100,Yes,Yes,No,No,A,Extended,Yes,340,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
248,2,Tue,04/01/14,9252,1187,Yes,Yes,No,No,A,Extended,Yes,340,Far,01/09/12,Yes,40,2012,"Jan,Apr,Jul,Oct"
255,6,Sat,18/07/15,6379,592,Yes,No,No,No,C,Extended,Yes,4630,Far,01/03/11,Yes,35,2011,"Feb,May,Aug,Nov"
255,6,Sat,14/01/18,6318,721,Yes,No,No,No,C,Extended,Yes,4630,Far,01/03/11,Yes,35,2011,"Feb,May,Aug,Nov"
256,2,Tue,14/02/04,14729,1676,Yes,Yes,No,No,A,Extended,Yes,80,Far,01/09/05,Yes,10,2014,"Mar,Jun,Sept,Dec"
256,6,Sat,27/04/13,10228,1289,Yes,No,No,No,A,Extended,Yes,80,Far,01/09/05,Yes,10,2014,"Mar,Jun,Sept,Dec"
256,3,Wed,26/06/13,8606,1150,Yes,No,No,No,A,Extended,Yes,80,Far,01/09/05,Yes,10,2014,"Mar,Jun,Sept,Dec"
256,6,Sat,29/06/13,10820,1440,Yes,No,No,No,A,Extended,Yes,80,Far,01/09/05,Yes,10,2014,"Mar,Jun,Sept,Dec"
258,5,Fri,17/05/13,6453,591,Yes,Yes,No,No,A,Basic,Yes,27190,Far,01/07/10,Yes,37,2009,"Jan,Apr,Jul,Oct"
258,5,Fri,12/06/15,5253,485,Yes,No,No,No,A,Basic,Yes,27190,Far,01/07/10,Yes,37,2009,"Jan,Apr,Jul,Oct"
261,6,Sat,13/06/01,7265,654,Yes,No,No,No,D,Extended,Yes,15340,Far,01/04/15,Yes,39,2009,"Jan,Apr,Jul,Oct"
261,3,Wed,05/06/13,12760,957,Yes,Yes,No,No,D,Extended,Yes,15340,Far,01/04/15,Yes,39,2009,"Jan,Apr,Jul,Oct"
261,4,Thu,20/03/14,13541,1038,Yes,Yes,No,No,D,Extended,Yes,15340,Far,01/04/15,Yes,39,2009,"Jan,Apr,Jul,Oct"
261,2,Tue,10/06/14,10754,939,Yes,No,No,No,D,Extended,Yes,15340,Far,01/04/15,Yes,39,2009,"Jan,Apr,Jul,Oct"
263,4,Thu,02/07/13,2798,296,Yes,Yes,No,No,A,Extended,Yes,1140,Far,01/05/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
263,1,Mon,19/08/13,2691,265,Yes,No,No,Yes,A,Extended,Yes,1140,Far,01/05/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
263,6,Sat,14/09/13,4616,428,Yes,No,No,No,A,Extended,Yes,1140,Far,01/05/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
263,6,Sat,26/04/14,4033,416,Yes,No,No,No,A,Extended,Yes,1140,Medium,01/05/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
263,5,Fri,01/10/14,3857,383,Yes,Yes,No,No,A,Extended,Yes,1140,Medium,01/05/13,Yes,40,2014,"Jan,Apr,Jul,Oct"
266,1,Mon,14/03/17,6220,769,Yes,Yes,No,No,A,Extended,Yes,360,Medium,01/03/14,Yes,9,2011,"Mar,Jun,Sept,Dec"
272,1,Mon,25/08/14,4546,563,Yes,No,No,Yes,A,Basic,Yes,16180,Medium,01/07/03,Yes,14,2011,"Jan,Apr,Jul,Oct"
272,2,Tue,14/09/23,4676,591,Yes,No,No,No,A,Basic,Yes,16180,Medium,01/07/03,Yes,14,2011,"Jan,Apr,Jul,Oct"
272,3,Wed,15/07/29,7127,621,Yes,Yes,No,Yes,A,Basic,Yes,16180,Far,01/07/03,Yes,14,2011,"Jan,Apr,Jul,Oct"
275,1,Mon,25/03/13,10093,919,Yes,Yes,No,Yes,D,Basic,Yes,300,Medium,01/05/14,Yes,40,2014,"Jan,Apr,Jul,Oct"
275,2,Tue,14/01/14,5275,572,Yes,No,No,No,D,Basic,Yes,300,Medium,01/05/14,Yes,40,2014,"Jan,Apr,Jul,Oct"
276,4,Thu,25/07/13,3622,514,Yes,No,No,Yes,A,Basic,Yes,2960,Far,01/10/14,Yes,36,2013,"Mar,Jun,Sept,Dec"
276,5,Fri,05/02/14,6154,705,Yes,Yes,No,No,A,Basic,Yes,2960,Far,01/10/14,Yes,36,2013,"Mar,Jun,Sept,Dec"
276,5,Fri,11/04/14,4319,576,Yes,No,No,No,A,Basic,Yes,2960,Far,01/10/14,Yes,36,2013,"Mar,Jun,Sept,Dec"
276,2,Tue,02/11/14,3898,535,Yes,No,No,No,A,Basic,Yes,2960,Medium,01/10/14,Yes,36,2013,"Mar,Jun,Sept,Dec"
280,1,Mon,10/07/13,7539,565,Yes,Yes,No,No,D,Extended,Yes,18640,Far,01/09/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
280,5,Fri,26/07/13,6263,487,Yes,No,No,Yes,D,Extended,Yes,18640,Medium,01/09/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
287,1,Mon,13/05/06,8047,834,Yes,No,No,No,C,Basic,Yes,2740,Medium,01/05/09,Yes,40,2014,"Jan,Apr,Jul,Oct"
287,6,Sat,15/03/07,9480,871,Yes,No,No,No,C,Basic,Yes,2740,Far,01/05/09,Yes,40,2014,"Jan,Apr,Jul,Oct"
287,4,Thu,28/03/13,10640,1031,Yes,Yes,No,Yes,C,Basic,Yes,2740,Far,01/05/09,Yes,40,2014,"Jan,Apr,Jul,Oct"
287,4,Thu,28/11/13,7519,759,Yes,No,No,No,C,Basic,Yes,2740,Far,01/05/09,Yes,40,2014,"Jan,Apr,Jul,Oct"
287,1,Mon,20/07/15,7889,820,Yes,No,No,No,C,Basic,Yes,2740,Far,01/05/09,Yes,40,2014,"Jan,Apr,Jul,Oct"
295,5,Fri,10/01/14,5300,648,Yes,Yes,No,No,A,Basic,Yes,210,Far,01/11/00,Yes,36,2013,"Mar,Jun,Sept,Dec"
295,5,Fri,25/07/14,4629,632,Yes,No,No,No,A,Basic,Yes,210,Far,01/11/00,Yes,36,2013,"Mar,Jun,Sept,Dec"
295,5,Fri,15/08/14,4219,592,Yes,No,No,Yes,A,Basic,Yes,210,Far,01/11/00,Yes,36,2013,"Mar,Jun,Sept,Dec"
295,6,Sat,07/04/15,5445,764,Yes,No,No,No,A,Basic,Yes,210,Far,01/11/00,Yes,36,2013,"Mar,Jun,Sept,Dec"
295,4,Thu,05/07/15,5945,690,Yes,Yes,No,No,A,Basic,Yes,210,Medium,01/11/00,Yes,36,2013,"Mar,Jun,Sept,Dec"
296,4,Thu,29/01/15,7973,777,Yes,Yes,No,No,A,Basic,Yes,9580,Medium,01/05/07,Yes,45,2014,"Feb,May,Aug,Nov"
296,3,Wed,11/02/15,5636,727,Yes,No,No,No,A,Basic,Yes,9580,Far,01/05/07,Yes,45,2014,"Feb,May,Aug,Nov"
296,5,Fri,13/02/15,5281,644,Yes,No,No,No,A,Basic,Yes,9580,Far,01/05/07,Yes,45,2014,"Feb,May,Aug,Nov"
296,6,Sat,25/07/15,4785,457,Yes,No,No,No,A,Basic,Yes,9580,Far,01/05/07,Yes,45,2014,"Feb,May,Aug,Nov"
302,6,Sat,10/05/13,3447,316,Yes,No,No,No,D,Extended,Yes,2190,Far,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
302,3,Wed,02/06/13,3213,265,Yes,Yes,No,No,D,Extended,Yes,2190,Far,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
302,4,Thu,01/10/13,3392,291,Yes,Yes,No,Yes,D,Extended,Yes,2190,Medium,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
302,4,Thu,14/08/14,3090,276,Yes,No,No,Yes,D,Extended,Yes,2190,Medium,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
302,6,Sat,28/02/15,4899,437,Yes,No,No,No,D,Extended,Yes,2190,Medium,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
302,4,Thu,06/11/15,2724,255,Yes,No,No,No,D,Extended,Yes,2190,Medium,01/12/07,Yes,9,2011,"Mar,Jun,Sept,Dec"
303,1,Mon,14/01/13,4272,533,Yes,No,No,No,A,Basic,Yes,15430,Medium,01/11/12,Yes,18,2011,"Feb,May,Aug,Nov"
303,4,Thu,13/06/13,4617,562,Yes,No,No,No,A,Basic,Yes,15430,Medium,01/11/12,Yes,18,2011,"Feb,May,Aug,Nov"
303,4,Thu,17/04/14,7701,879,Yes,Yes,No,Yes,A,Basic,Yes,15430,Medium,01/11/12,Yes,18,2011,"Feb,May,Aug,Nov"
303,3,Wed,11/12/14,6399,670,Yes,Yes,No,No,A,Basic,Yes,15430,Medium,01/11/12,Yes,18,2011,"Feb,May,Aug,Nov"
305,2,Tue,13/03/05,4191,421,Yes,Yes,No,No,C,Extended,Yes,2470,Medium,01/02/05,Yes,31,2013,"Mar,Jun,Sept,Dec"
308,5,Fri,13/09/06,6878,795,Yes,No,No,No,A,Basic,Yes,1070,Far,01/12/06,Yes,13,2010,"Jan,Apr,Jul,Oct"
308,3,Wed,21/08/13,7467,866,Yes,No,No,Yes,A,Basic,Yes,1070,Far,01/12/06,Yes,13,2010,"Jan,Apr,Jul,Oct"
308,5,Fri,04/11/14,7480,830,Yes,No,No,No,A,Basic,Yes,1070,Medium,01/12/06,Yes,13,2010,"Jan,Apr,Jul,Oct"
308,1,Mon,15/12/14,17230,1359,Yes,Yes,No,No,A,Basic,Yes,1070,Far,01/12/06,Yes,13,2010,"Jan,Apr,Jul,Oct"
308,5,Fri,07/10/15,8040,850,Yes,No,No,Yes,A,Basic,Yes,1070,Far,01/12/06,Yes,13,2010,"Jan,Apr,Jul,Oct"
314,2,Tue,22/01/13,6418,678,Yes,Yes,No,No,A,Basic,Yes,3560,Far,01/10/01,Yes,31,2013,"Feb,May,Aug,Nov"
314,2,Tue,30/09/14,7169,720,Yes,Yes,No,No,A,Basic,Yes,3560,Far,01/10/01,Yes,31,2013,"Feb,May,Aug,Nov"
314,2,Tue,26/05/15,5010,552,Yes,No,No,Yes,A,Basic,Yes,3560,Far,01/10/01,Yes,31,2013,"Feb,May,Aug,Nov"
314,5,Fri,26/06/15,4759,527,Yes,No,No,No,A,Basic,Yes,3560,Far,01/10/01,Yes,31,2013,"Feb,May,Aug,Nov"
317,2,Tue,06/04/13,5761,599,Yes,Yes,No,No,D,Basic,Yes,3140,Far,01/07/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
317,6,Sat,24/01/15,5938,676,Yes,No,No,No,D,Basic,Yes,3140,Far,01/07/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
317,4,Thu,29/01/15,4550,454,Yes,Yes,No,No,D,Basic,Yes,3140,Medium,01/07/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
317,6,Sat,31/01/15,5941,697,Yes,No,No,No,D,Basic,Yes,3140,Far,01/07/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
317,6,Sat,25/07/15,5685,644,Yes,No,No,No,D,Basic,Yes,3140,Far,01/07/13,Yes,14,2011,"Jan,Apr,Jul,Oct"
319,6,Sat,23/02/13,5595,634,Yes,No,No,No,A,Extended,Yes,570,Medium,01/09/12,Yes,27,2012,"Mar,Jun,Sept,Dec"
319,5,Fri,15/03/13,8375,978,Yes,No,No,No,A,Extended,Yes,570,Far,01/09/12,Yes,27,2012,"Mar,Jun,Sept,Dec"
319,6,Sat,21/09/13,4662,576,Yes,No,No,No,A,Extended,Yes,570,Far,01/09/12,Yes,27,2012,"Mar,Jun,Sept,Dec"
319,4,Thu,20/02/14,8143,870,Yes,Yes,No,No,A,Extended,Yes,570,Far,01/09/12,Yes,27,2012,"Mar,Jun,Sept,Dec"
321,1,Mon,13/11/11,4094,417,Yes,No,No,No,C,Extended,Yes,8140,Far,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,6,Sat,02/02/13,6949,709,Yes,No,No,No,C,Extended,Yes,8140,Medium,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,5,Fri,22/02/13,7138,707,Yes,Yes,No,No,C,Extended,Yes,8140,Far,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,4,Thu,29/08/13,6615,657,Yes,Yes,No,No,C,Extended,Yes,8140,Medium,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,4,Thu,10/04/14,4513,493,Yes,No,No,No,C,Extended,Yes,8140,Far,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,4,Thu,17/07/14,6721,640,Yes,Yes,No,No,C,Extended,Yes,8140,Far,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,3,Wed,05/06/15,5724,528,Yes,Yes,No,No,C,Extended,Yes,8140,Far,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
321,4,Thu,15/07/30,7119,656,Yes,Yes,No,Yes,C,Extended,Yes,8140,Medium,01/11/13,Yes,10,2014,"Mar,Jun,Sept,Dec"
322,3,Wed,14/06/04,5792,635,Yes,Yes,No,No,A,Basic,Yes,17500,Far,01/04/01,Yes,37,2009,"Jan,Apr,Jul,Oct"
322,1,Mon,05/12/14,4095,570,Yes,No,No,No,A,Basic,Yes,17500,Far,01/04/01,Yes,37,2009,"Jan,Apr,Jul,Oct"
323,1,Mon,28/04/14,10650,779,Yes,Yes,No,No,D,Extended,Yes,8400,Far,01/04/12,Yes,5,2013,"Feb,May,Aug,Nov"
323,4,Thu,21/08/14,7464,626,Yes,Yes,No,Yes,D,Extended,Yes,8400,Far,01/04/12,Yes,5,2013,"Feb,May,Aug,Nov"
323,6,Sat,13/12/14,9361,725,Yes,No,No,No,D,Extended,Yes,8400,Medium,01/04/12,Yes,5,2013,"Feb,May,Aug,Nov"
323,2,Tue,16/12/14,11199,807,Yes,Yes,No,No,D,Extended,Yes,8400,Far,01/04/12,Yes,5,2013,"Feb,May,Aug,Nov"
323,4,Thu,14/05/15,6046,523,Yes,No,No,No,D,Extended,Yes,8400,Far,01/04/12,Yes,5,2013,"Feb,May,Aug,Nov"
325,5,Fri,14/07/04,6473,680,Yes,Yes,No,No,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
325,5,Fri,05/04/13,5636,618,Yes,No,No,Yes,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
325,4,Thu,20/06/13,7771,835,Yes,Yes,No,No,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
325,6,Sat,06/07/13,4863,620,Yes,No,No,No,A,Extended,Yes,350,Far,01/03/11,Yes,22,2011,"Feb,May,Aug,Nov"
