Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
758,6,2015-07-04,,346,1,0,0,0
907,2,"August 06, 2013","$5,127.00",776,1,0,0,1
641,4,2013-09-05,"$5,009.00",573,1,0,0,0
702,7,24/05/2015,$0.00,0,0,0,0,0
9,2,04-14-2015,"$8,416.00",,1,1,0,0
902,4,31/01/2013,"$4,906.00",631,1,0,0,0
137,4,05-21-2015,"$9,519.00",979,1,Active,0,0
715,4,"February 13, 2014","$6,070.00",689,1,0,0,0
799,2,"September 09, 2014","$8,080.00",814,1,0,0,0
1014,1 day,2013-09-02,"$12,858.00",1504,1,0,0,1
104,7,26/05/2013,$0.00,,0,0,0,0
488,5,"August 22, 2014","$4,218.00",422,1,Active,0,1
896,6,13.05.04,"$6,563.00",1095,1,0,0,0
286,3,01/04/2015,,652,1,Active,0,1
811,7,14.11.09,$0.00,0,0,0,0,0
701,6,07-04-2015,"$4,344.00",541,1,0,0,0
491,6,2015-02-21,"$6,732.00",553,1,0,0,0
98,7 day,06/04/2014,$0.00,0,0,0,0,0
367,3,07-15-2015,"$6,759.00",596,1,Active,0,0
416,1,08/07/2013,"$9,299.00",1240,1,0,0,1
709,7,14/04/2013,$0.00,0,0,0,0,0
378,6,"March 30, 2013","$7,211.00",,1,0,0,0
689,2,"March 03, 2015","$7,253.00",744,1,1,0,0
253,2,05-12-2015,"$4,435.00",605,1,0,0,0
38,,02-07-2015,"$6,155.00",,1,0,0,0
390,7,"December 22, 2013",$0.00,0,0,0,0,0
597,3,"July 08, 2015","$5,098.00",697,1,0,0,0
328,6,02/03/2013,"$2,959.00",,1,0,0,0
632,6,2013-05-18,"$7,029.00",925,1,0,0,0
198,,14.09.10,"$2,110.00",285,1,0,0,0
801,7,,,,0,0,0,0
894,2,05-14-2013,"$11,746.00",1213,1,1,0,0
378,7,19/05/2013,$0.00,0,0,0,0,0
243,5,04-11-2014,"$5,735.00",884,1,0,0,0
958,3,15.03.04,"$4,132.00",527,1,Active,0,0
765,1,16/06/2014,"$11,603.00",879,1,Active,0,1
389,6,15.04.11,"$8,071.00",1026,1,0,0,0
475,,14.05.28,"$6,125.00",929,1,0,0,0
803,2 day,"May 28, 2013","$7,707.00",582,1,Active,0,0
940,2,,"$9,297.00",817,1,1,0,1
512,1,2014-05-26,"$4,922.00",1284,1,0,0,0
463,7,14.11.16,$0.00,0,0,0,0,0
774,3,02/04/2014,"$6,211.00",,1,1,0,0
616,3,02/04/2014,"$9,674.00",893,1,1,0,0
414,1,16/02/2015,"$8,568.00",588,1,1,0,0
234,4,01-22-2015,"$7,359.00",820,1,0,0,0
881,6,02-02-2013,"$2,362.00",390,1,0,0,0
875,2,11/03/2014,"$3,613.00",406,1,0,0,0
150,5,27/12/2013,"$10,345.00",1063,1,0,0,1
438,3,04-29-2015,"$7,230.00",659,1,Active,0,0
830,7,"September 08, 2013",$0.00,0,0,0,0,0
453,7,04-26-2015,"$2,077.00",287,1,0,0,0
412,7,14.06.15,$0.00,0.0,0,0,0,0
722,5 day,2014-03-21,"$8,137.00",1292,1,1,0,0
473,4,,"$4,358.00",,1,1,0,0
440,3,21/08/2013,"$3,888.00",496,1,0,0,1
113,2,16/07/2013,"$8,814.00",808,1,1,0,0
241,,12-23-2013,"$13,103.00",1319.0,1,0,0,1
471,6,14.01.04,"$6,807.00",630,1,0,0,0
889,1,"September 02, 2013","$3,539.00",448,1,0,0,0
988,5,2013-06-07,,779,1,1,0,0
360,3,14.06.11,"$6,196.00",686,1,0,0,0
364,6,07-25-2015,"$3,273.00",411,1,0,0,0
300,3,14.12.24,"$6,524.00",763,1,0,0,1
677,2,"June 25, 2013","$5,573.00",510,1,0,0,0
166,2,2015-07-21,"$5,117.00",807,1,0,0,1
310,7,"January 25, 2015",$0.00,0,0,0,0,0
540,5,2013-07-19,"$4,564.00",348,1,1,0,0
190,3,04-16-2014,"$8,490.00",782,1,Active,0,1
942,7,"October 05, 2014",$0.00,0,0,0,0,0
654,6,"April 11, 2015","$2,808.00",286,1,0,0,0
36,7,07-21-2013,$0.00,0,0,0,0,0
989,1,,"$4,441.00",555,1,0,0,0
564,4,15.07.09,"$6,124.00",517.0,1,0,0,1
358,4,"February 06, 2014","$11,017.00",1132,1,Active,0,0
143,6,27/07/2013,,418,1,0,0,0
82,5,07/02/2014,"$10,282.00",1044,1,Active,0,0
451,4,02/04/2015,,599,1,Active,0,1
106,3,29/04/2015,"$10,580.00",972,1,1,0,0
497,6,2014-11-08,"$7,193.00",930.0,1,0,0,0
166,,06/09/2013,"$3,936.00",614.0,1,0,0,0
1078,7,"October 26, 2014",$0.00,0,0,0,0,0
420,7,07/04/2013,$0.00,0,0,0,0,0
1040,3,2013-08-07,"$6,233.00",705,1,0,0,1
616,1,06-02-2014,"$12,678.00",,1,Active,0,0
720,2,2013-05-21,"$6,454.00",752,1,0,0,0
744,6,2013-09-07,$0.00,0,0,0,0,0
66,5,12/04/2013,"$7,037.00",601,1,Active,0,0
917,6,"November 01, 2014",$0.00,0,0,0,a,0
729,6,"May 11, 2013","$10,205.00",1063,1,0,0,0
740,1,15.01.12,"$8,629.00",561,1,1,0,0
453,,18/07/2013,"$11,732.00",,1,1,0,1
1056,2,10/06/2014,"$3,505.00",354,1,0,0,1
582,3,2015-07-22,"$5,215.00",,1,0,0,0
225,7,13.05.19,$0.00,0,0,0,0,0
671,6,"December 28, 2013","$5,494.00",525,1,0,0,0
435,3,31/12/2014,"$1,891.00",240,1,0,0,1
280,,13.02.06,"$6,830.00",556,1,1,0,0
843,4,03/07/2014,"$10,548.00",1129,1,1,0,0
324,3,2013-10-16,"$4,435.00",651,1,0,0,0
972,1,15.01.12,"$5,729.00",539,1,Active,0,0
480,2,"July 15, 2014","$5,489.00",665,1,1,0,1
982,7,02-09-2014,$0.00,0,0,0,0,0
466,2,,"$5,961.00",651,1,0,0,0
1068,7,06-23-2013,$0.00,0,0,0,0,0
996,2,,"$5,195.00",611,1,0,0,0
28,5 day,10-18-2013,"$4,392.00",547,1,0,0,0
165,1,22/07/2013,"$3,768.00",454,1,0,0,0
511,1,"January 20, 2014",,895,1,1,0,0
265,3,03-13-2013,"$3,650.00",410,1,0,0,0
872,4,14/03/2013,"$8,268.00",816,1,0,0,0
390,6,07/09/2013,,914,1,0,0,0
364,2,12/11/2013,,556,1,0,0,0
1016,1,02-09-2015,"$4,412.00",493,1,0,0,0
970,7,12/04/2015,$0.00,0,0,0,0,0
394,7,"January 11, 2015",$0.00,0,0,0,0,0
910,7,15.05.24,$0.00,0.0,0,0,0,0
348,3,02-11-2015,"$7,647.00",673,1,0,0,0
125,1,"October 06, 2014","$15,812.00",1989,1,Active,0,0
7,2 day,01-29-2013,"$6,480.00",793,1,0,0,0
1036,4,03/04/2014,"$5,194.00",492,1,Active,0,0
442,4,15.06.11,"$2,971.00",362,1,0,0,0
568,6,01-18-2014,"$5,594.00",489,1,0,0,0
999,7,22/09/2013,$0.00,0.0,0,0,0,0
630,,13.03.25,"$11,086.00",1113,1,Active,0,1
1091,4,14.12.25,$0.00,0,0,0,c,1
469,3,20/03/2013,"$13,034.00",1630,1,Active,0,0
1099,,14.12.27,,1086,1,0,0,0
544,1 day,15.06.08,"$12,117.00",1638,1,0,0,0
656,1,"February 11, 2013","$2,252.00",335,1,0,0,0
548,5,"October 24, 2014",,432.0,1,1,0,1
46,7,2013-04-07,$0.00,,0,0,0,0
855,7,16/02/2014,$0.00,0,0,0,0,0
907,1,2014-10-27,"$5,711.00",755,1,0,0,0
609,6,,"$2,614.00",275,1,0,0,0
335,6,15/06/2013,"$7,788.00",1616,1,0,0,0
896,3,14.01.08,"$6,671.00",1019.0,1,1,0,0
116,7,02-09-2014,$0.00,0,0,0,0,0
507,1 day,"January 06, 2014","$13,654.00",851,1,Active,0,1
967,1,03/06/2013,"$12,733.00",1322,1,1,0,0
406,3,"January 14, 2015","$6,953.00",501,1,1,0,0
374,3,23/04/2014,"$5,763.00",759,1,0,0,1
762,1,16/02/2015,"$6,417.00",554,1,Active,0,0
256,6,04-27-2013,"$10,228.00",1289,1,0,0,0
33,5,23/01/2015,"$6,797.00",749,1,0,0,0
209,7 day,2013-08-25,"$1,960.00",224,1,0,0,0
362,3,17/07/2013,"$9,460.00",1036,1,1,0,1
290,7,,$0.00,0,0,0,0,0
289,5,04-25-2014,"$5,369.00",522,1,0,0,1
274,,11/01/2013,"$2,021.00",652,1,Active,0,1
1043,2,06-23-2015,"$5,868.00",869,1,0,0,0
746,7,15.02.01,$0.00,0,0,0,0,0
70,4,14.11.27,"$8,317.00",,1,Active,0,0
931,7,14.10.05,"$1,401.00",190,1,0,0,0
588,3,04/09/2013,"$5,221.00",653,1,0,0,0
890,3,15.05.27,"$4,855.00",398,1,0,0,1
203,5,06-05-2015,"$6,464.00",828,1,1,0,0
861,2,02-19-2013,"$1,786.00",315,1,1,0,0
948,1,09/06/2014,"$14,055.00",2917,1,0,a,0
217,,21/02/2014,"$5,077.00",668,1,1,0,0
385,6,"November 30, 2013","$8,784.00",801.0,1,0,0,0
38,3,,"$6,274.00",485.0,1,1,0,0
348,7,"May 04, 2014",$0.00,0,0,0,0,0
169,7,15/06/2014,$0.00,0,0,0,0,0
571,2,10-01-2013,"$5,635.00",439,1,0,0,0
873,5,13.03.29,$0.00,0,0,Active,b,1
679,2,02/07/2013,"$11,139.00",1069,1,Active,0,1
463,7,2014-08-17,$0.00,0,0,0,0,0
686,4,09-19-2013,"$5,200.00",775,1,0,0,0
543,2,28/05/2013,"$3,973.00",334,1,1,0,0
740,3,13.03.13,"$3,687.00",314,1,0,0,0
735,5,15/08/2014,"$4,595.00",470,1,0,0,1
26,7,2015-04-05,$0.00,0,0,0,0,0
274,4,02-28-2013,"$2,955.00",768,1,0,0,0
473,7,14.03.16,$0.00,0,0,0,0,0
230,2,21/10/2014,"$6,351.00",802,1,1,0,1
1013,1,05-18-2015,"$5,903.00",581,1,1,0,0
530,1,2013-09-30,"$5,873.00",957,1,0,0,0
201,6 day,09-06-2014,"$5,447.00",458,1,0,0,0
219,5,"July 24, 2015","$3,510.00",409,1,0,0,1
168,6,"July 12, 2014","$4,473.00",446,1,0,0,0
704,1,14.07.14,"$13,578.00",,1,1,0,1
905,1,04-15-2013,"$8,670.00",,1,0,0,0
303,1,2013-01-14,"$4,272.00",533,1,0,0,0
385,7,13.10.13,$0.00,0,0,0,0,0
369,7,31/08/2014,$0.00,0,0,0,0,1
64,2,15.04.21,"$7,374.00",591,1,0,0,0
286,2,02-10-2015,"$3,594.00",395,1,0,0,0
532,4,05-14-2015,$0.00,0,0,0,a,0
362,7,04-28-2013,$0.00,0,0,0,0,0
165,6,03-07-2015,"$3,323.00",,1,0,0,0
523,6,"October 11, 2014","$15,949.00",1815,1,0,0,0
668,3,13.12.18,"$13,517.00",1549,1,Active,0,0
765,3,2015-06-17,"$9,120.00",727,1,Active,0,0
937,4,"February 20, 2014","$6,524.00",,1,1,0,0
339,2,01/01/2013,$0.00,0,0,0,a,1
796,7,13.04.28,$0.00,0,0,0,0,0
562,2,05/03/2013,"$19,239.00",3190,1,Active,0,0
653,6,04-25-2015,"$4,677.00",392.0,1,0,0,0
103,6,04-19-2014,"$4,340.00",405,1,0,0,0
316,7,,$0.00,0,0,0,0,0
402,5,13/09/2013,"$6,363.00",673,1,Active,0,0
1058,,"May 07, 2015","$8,028.00",,1,Active,0,0
1052,6,14.10.11,"$4,654.00",529,1,0,0,0
895,2,,"$10,511.00",997,1,Active,0,0
533,3,15.02.11,"$8,808.00",950,1,0,0,0
1072,2,28/07/2015,"$8,578.00",,1,1,0,1
886,4,2013-03-14,"$5,411.00",,1,0,0,0
254,2,"May 19, 2015","$3,440.00",280,1,Active,0,0
31,2,,"$6,789.00",599,1,Active,0,0
707,6,2015-02-21,,508,1,0,0,0
455,7,10-19-2014,$0.00,0,0,0,0,0
80,,29/07/2015,"$8,388.00",575,1,Active,0,1
665,7,2013-03-24,$0.00,0,0,0,0,0
1058,2,02-11-2014,"$5,936.00",,1,0,0,0
788,5,06-19-2015,"$18,367.00",1708,1,1,0,0
227,3 day,11/09/2013,"$6,256.00",551,1,Active,0,0
138,5,2014-11-14,"$8,711.00",811,1,1,0,0
591,6,"March 08, 2014","$3,717.00",338,1,0,0,0
822,4,03-19-2015,"$6,724.00",556.0,1,Active,0,0
268,4,06-04-2015,"$5,546.00",618,1,Active,0,0
603,2 day,2014-05-06,"$9,176.00",1197,1,Active,0,0
698,5,09/05/2014,"$16,473.00",2019,1,1,0,0
211,6,2015-07-18,"$10,071.00",1118.0,1,0,0,0
770,6,13.11.23,,559,1,0,0,0
317,6,24/01/2015,"$5,938.00",676,1,0,0,0
412,4,2015-03-05,"$7,531.00",,1,1,0,0
380,5,"September 13, 2013","$15,228.00",1499,1,Active,0,0
429,1,"January 19, 2015","$3,571.00",353,1,0,0,0
709,2,14.12.16,"$14,304.00",1659,1,1,0,0
457,3,13.12.18,"$7,651.00",571,1,Active,0,0
689,2,2014-12-02,"$9,259.00",823,1,1,0,0
769,6,15.03.21,"$11,878.00",3405,1,0,0,0
169,,08-14-2014,$0.00,0,0,0,0,1
689,7,"September 15, 2013",$0.00,0,0,0,0,0
485,5 day,14.04.18,$0.00,0,0,Active,b,1
234,5,14.08.01,"$12,634.00",1100,1,Active,0,1
1071,6,"March 23, 2013","$3,953.00",502,1,0,0,0
373,4,"March 05, 2015","$3,960.00",275,1,Active,0,0
738,1,2013-07-15,"$11,843.00",862,1,Active,0,0
566,4,2013-05-09,$0.00,0,0,0,a,1
491,7,"October 13, 2013",$0.00,0,0,0,0,0
274,,"July 23, 2015","$5,725.00",1260,1,0,0,0
17,1 day,14.05.26,"$4,708.00",716,1,0,0,0
378,2,"March 04, 2014","$8,899.00",1279,1,1,0,0
395,5,"April 11, 2014","$3,767.00",503,1,0,0,0
188,6,2015-03-21,"$4,443.00",462,1,0,0,0
162,4,,"$5,688.00",462,1,0,0,0
596,5,10-18-2013,"$4,130.00",707,1,0,0,0
425,4,14.10.09,"$3,589.00",448,1,1,0,1
893,6,"November 30, 2013","$8,144.00",1023,1,0,0,0
986,7,13.04.28,$0.00,0,0,0,0,0
624,5,"April 24, 2015","$5,884.00",624,1,0,0,0
582,1,13.02.04,"$9,770.00",1042,1,Active,0,0
602,7 day,2013-03-24,$0.00,0,0,0,0,0
897,6,2014-10-11,"$3,752.00",440,1,0,0,0
626,4,17/10/2013,,,1,0,0,0
144,,13.07.17,"$8,082.00",753,1,Active,0,0
991,5,2015-02-06,"$6,611.00",593,1,Active,0,0
832,5,"October 11, 2013",,612,1,Active,0,0
1083,4,02-26-2015,"$4,289.00",336,1,0,0,0
824,1,21/07/2014,"$6,457.00",916,1,0,0,1
729,3,2013-08-28,"$9,530.00",1002,1,Active,0,1
964,2,14.07.08,"$6,145.00",989,1,0,0,0
424,5,"March 21, 2014","$6,228.00",,1,1,0,0
194,2,04-23-2013,"$3,872.00",341,1,1,0,0
810,1,14.04.07,"$5,170.00",456,1,0,0,0
1016,6 day,"April 12, 2014","$3,232.00",368.0,1,0,0,0
732,4,14.04.24,"$6,192.00",769,1,0,0,1
387,4,,,1168,1,1,0,1
771,1,2013-07-01,"$8,647.00",,1,Active,0,0
180,1,2013-07-15,"$9,830.00",1055,1,1,0,1
823,7,12-15-2013,$0.00,0,0,0,0,0
608,7,13.06.02,$0.00,0.0,0,0,0,0
681,4,2013-11-07,"$3,176.00",508,1,Active,0,0
743,7,14.11.30,$0.00,0,0,0,0,0
534,7 day,,$0.00,0,0,0,0,0
94,7,04/01/2015,$0.00,0.0,0,0,0,0
199,7,,$0.00,0,0,0,0,0
860,,14.04.10,"$4,290.00",582,1,0,0,0
72,3,13.05.01,$0.00,0,0,1,a,0
361,4,02-07-2013,"$6,361.00",689,1,Active,0,1
697,7,04-14-2013,$0.00,0,0,0,0,0
587,3,"March 26, 2014","$7,529.00",529,1,0,0,0
651,5,"October 11, 2013","$7,665.00",952,1,1,0,0
1009,1,11-04-2013,,624,1,Active,0,0
407,4,,"$6,375.00",463,1,1,0,1
827,6,"February 21, 2015","$14,242.00",1838,1,0,0,0
200,1,14.08.18,"$9,106.00",1107,1,Active,0,1
528,3,06/03/2013,"$11,498.00",988,1,Active,0,0
190,6,13.07.20,"$5,599.00",520,1,0,0,0
208,6,01-11-2014,"$3,188.00",459,1,0,0,0
428,3,"April 09, 2014","$5,346.00",442,1,0,0,0
384,4,05-09-2013,$0.00,0,0,0,a,0
676,,13.11.13,"$6,578.00",1666,1,0,0,0
379,6,15.01.03,"$2,999.00",346,1,0,0,0
210,7,2015-05-31,$0.00,0,0,0,0,0
106,4,08-01-2013,"$10,385.00",,1,1,0,1
789,3,03-25-2015,"$3,599.00",519,1,0,0,0
846,3,2015-06-17,"$9,904.00",805,1,1,0,0
517,7,2014-12-07,$0.00,0,0,0,0,0
318,4,23/07/2015,"$7,503.00",678,1,0,0,1
1033,2,"March 26, 2013","$16,031.00",1532,1,Active,0,1
229,1,"May 20, 2013",$0.00,0,0,0,a,0
214,2,"December 03, 2013","$11,595.00",,1,Active,0,0
1088,5,"June 05, 2015",,663,1,Active,0,0
561,,13.09.18,"$4,909.00",600,1,0,0,0
505,1,"September 01, 2014","$6,924.00",689,1,1,0,1
730,2,15.07.07,"$5,830.00",769,1,0,0,0
550,7,2013-06-16,$0.00,0.0,0,0,0,0
399,6,2015-03-14,"$5,891.00",570,1,0,0,0
857,4,07-02-2015,"$8,250.00",893,1,1,0,0
499,1,14.06.30,"$7,046.00",852,1,1,0,0
336,7,2014-04-13,$0.00,0,0,0,0,0
593,3,"March 25, 2015","$6,582.00",902,1,0,0,0
400,5 day,2014-03-07,"$9,125.00",1253,1,1,0,0
720,2,04-21-2015,,,1,0,0,0
886,5,"January 09, 2015","$7,184.00",665,1,1,0,0
478,5,"July 11, 2014","$6,639.00",,1,0,0,1
886,2,"October 29, 2013","$4,537.00",544,1,0,0,1
212,1,2013-01-21,"$6,650.00",554,1,1,0,0
230,6,2015-05-09,"$8,169.00",984,1,0,0,0
417,5,,,602.0,1,0,0,0
875,,12-07-2014,$0.00,0,0,0,0,0
604,7,01-06-2013,$0.00,0,0,0,a,0
727,2 day,"July 09, 2013","$3,775.00",435,1,0,0,1
769,2,03-11-2014,"$9,497.00",2951,1,0,0,0
997,7,26/10/2014,$0.00,0,0,0,0,1
704,5,"September 26, 2014","$9,483.00",1060,1,0,0,0
643,2,"July 21, 2015","$6,756.00",922,1,0,0,1
529,2,"August 27, 2013","$8,169.00",777,1,1,0,0
237,5,,"$4,158.00",548,1,0,0,0
875,2,04-15-2014,"$6,427.00",561,1,Active,0,1
346,5,15.06.26,"$7,026.00",655,1,0,0,0
1110,1,12-01-2014,"$7,977.00",792,1,1,0,0
404,5 day,06-05-2015,"$6,732.00",674,1,Active,0,1
676,7,2013-10-06,"$10,100.00",1779,1,0,0,0
1075,1,02-11-2013,"$11,070.00",1092,1,0,0,0
531,3,13.07.03,"$3,978.00",501,1,Active,0,1
741,6,13.06.22,"$6,304.00",,1,0,0,0
89,1 day,"November 11, 2013","$5,827.00",669,1,0,0,0
848,7,14.11.30,$0.00,0,0,0,0,0
247,4,23/10/2014,,723,1,Active,0,1
390,6,2014-02-08,,984,1,0,0,0
1029,2,"September 30, 2014","$7,852.00",1005,1,1,0,0
1060,7,02-08-2015,$0.00,0,0,0,0,0
150,6,"June 14, 2014","$7,753.00",762,1,0,0,0
497,,2015-01-19,"$7,929.00",1035,1,0,0,0
918,1,"November 25, 2013","$4,908.00",,1,0,0,0
849,7,"May 11, 2014",$0.00,0.0,0,0,0,0
321,5,"February 22, 2013","$7,138.00",707,1,Active,0,0
1095,6,"August 03, 2013","$2,269.00",421,1,0,0,0
569,1,15.01.12,"$5,983.00",746,1,Active,0,0
1090,1,29/12/2014,"$8,364.00",936.0,1,0,0,1
48,6,14.06.07,"$2,334.00",269,1,0,0,0
175,5,2015-04-03,$0.00,0,0,1,b,0
749,5,"April 03, 2015",$0.00,0,0,1,b,1
564,5,,"$6,515.00",553,1,1,0,0
518,2,06/08/2013,"$3,751.00",347,1,0,0,1
361,7 day,03-02-2014,$0.00,0,0,0,0,0
438,7,2014-10-05,$0.00,0,0,0,0,0
340,3,14.03.12,"$5,232.00",,1,0,0,0
838,1,"October 06, 2014",,1106,1,1,0,1
349,6,18/01/2014,"$7,238.00",722,1,0,0,0
256,2,14.02.04,"$14,729.00",1676,1,Active,0,0
285,1,17/02/2014,"$6,538.00",542,1,Active,0,0
980,5,2014-04-04,"$8,105.00",625,1,Active,0,0
185,2,"May 21, 2013","$5,703.00",485,1,0,0,1
466,2,2015-03-31,,849,1,1,0,1
992,5,2014-09-12,"$4,881.00",631,1,0,0,0
452,5,07/03/2014,"$5,347.00",,1,1,0,0
88,4,04-16-2015,"$6,737.00",657,1,Active,0,0
911,7,18/05/2014,$0.00,0,0,0,0,0
865,5,28/11/2014,"$10,092.00",764.0,1,1,0,0
627,4,08-21-2014,"$5,228.00",548,1,Active,0,1
621,6,2013-09-28,"$4,370.00",632,1,0,0,0
185,2,,"$7,565.00",,1,1,0,0
1096,6,13.08.24,"$3,425.00",,1,0,0,0
997,1,02-16-2015,"$7,370.00",536.0,1,Active,0,0
76,2,"May 07, 2013","$7,452.00",821,1,0,0,0
387,7,2013-07-21,$0.00,0,0,0,0,0
852,,"July 17, 2013","$4,916.00",558,1,1,0,1
485,5,08-23-2013,"$4,082.00",,1,0,0,1
190,1,07-29-2013,"$10,210.00",776,1,Active,0,0
423,2,,"$10,514.00",2034,1,0,0,1
691,2,15/07/2014,"$8,531.00",560,1,Active,0,1
790,3,,"$7,505.00",652,1,1,0,1
550,7,"September 21, 2014",$0.00,0,0,0,0,0
337,6,26/07/2014,"$5,524.00",432,1,0,0,0
645,4,14.07.31,"$17,289.00",1742,1,Active,0,1
1008,6,04-26-2014,"$4,668.00",645,1,0,0,0
1065,5,13.04.05,"$4,134.00",495,1,0,0,1
148,2,13.10.22,"$8,699.00",839,1,1,0,0
370,1,2013-12-02,"$11,244.00",796,1,Active,0,0
712,1,,"$10,443.00",767,1,Active,0,0
855,4,2013-07-11,"$4,492.00",560,1,0,0,0
1085,6,14.02.01,"$6,152.00",,1,0,0,0
263,7,"March 24, 2013",$0.00,0,0,0,0,0
1005,1,2014-10-20,"$7,644.00",1068,1,1,0,0
610,4,"April 30, 2015","$5,327.00",687,1,1,0,0
379,5,13/06/2014,"$3,392.00",441,1,0,0,0
759,4,15.01.15,,692,1,1,0,0
742,2,15.01.27,"$8,944.00",930,1,1,0,0
1070,5,12-26-2014,$0.00,0,0,0,c,1
978,7,2013-06-09,$0.00,0.0,0,0,0,0
418,,04-16-2014,"$7,145.00",732.0,1,Active,0,1
15,7,14.01.05,$0.00,0,0,0,0,0
954,7,15.02.08,$0.00,0,0,0,0,0
138,1,2015-05-04,"$11,426.00",1040,1,1,0,0
312,5,04-04-2014,"$6,327.00",612,1,1,0,0
885,5,15.01.23,"$4,876.00",692,1,0,0,0
223,3,31/12/2014,"$3,548.00",412,1,0,0,1
449,5,27/03/2015,"$8,955.00",1258,1,0,0,0
251,1,2013-09-30,"$17,788.00",2366,1,0,0,0
13,1,02/12/2013,"$9,071.00",585,1,Active,0,0
267,7,"November 24, 2013",,0,0,0,0,0
343,3,18/06/2014,"$9,075.00",866,1,1,0,0
552,7,02-09-2014,$0.00,0,0,0,0,0
435,6,06-14-2014,"$2,052.00",228,1,0,0,0
300,4,2014-07-10,"$5,678.00",795,1,0,0,0
667,4 day,15.06.04,"$8,325.00",757,1,Active,0,0
608,2,,"$8,932.00",1020,1,0,0,0
82,4,13.08.15,"$9,597.00",899,1,Active,0,1
34,3,25/12/2013,$0.00,0,0,0,c,1
1077,4,13.01.03,"$3,675.00",460,1,0,0,1
944,4,03-26-2015,"$6,275.00",,1,0,0,1
726,2,14.03.25,"$8,678.00",949,1,0,0,0
596,7,14.12.21,$0.00,0,0,0,0,0
1106,2,13.08.20,"$4,458.00",566,1,0,0,0
484,,2013-05-13,"$8,144.00",764,1,1,0,0
297,6,13.10.12,"$4,286.00",497,1,0,0,0
943,2,15.07.28,"$7,593.00",572,1,1,0,1
687,2,12-17-2013,"$10,898.00",887,1,Active,0,0
811,2,,"$3,196.00",,1,0,0,0
417,,13.08.15,"$8,342.00",872,1,1,0,1
456,4 day,14.10.23,"$6,036.00",903,1,Active,0,0
119,2,26/11/2013,"$6,069.00",,1,0,0,0
544,2,17/02/2015,"$15,077.00",1872,1,1,0,1
962,1,12-09-2013,"$5,540.00",852,1,0,0,0
109,7,"March 09, 2014",$0.00,0,0,0,0,0
488,4,"May 08, 2014","$3,251.00",349,1,1,0,0
375,1,01-13-2014,"$7,106.00",673,1,0,0,0
958,5,2014-06-20,"$4,305.00",572,1,Active,0,0
566,1,2013-11-25,"$4,333.00",533,1,0,0,0
768,6,02-15-2014,"$10,254.00",1135,1,0,0,0
501,3,27/03/2013,"$8,456.00",889,1,Active,0,1
988,3,13.04.24,"$4,857.00",815,1,1,0,0
887,4,2013-12-05,"$9,583.00",735,1,Active,0,0
683,5 day,06/06/2014,"$10,273.00",970,1,1,0,0
303,3,11-12-2014,"$6,399.00",670,1,1,0,0
672,4,14.03.13,"$6,061.00",1005,1,0,0,0
892,7,,$0.00,,0,0,0,0
649,7,"December 21, 2014",$0.00,0,0,0,0,0
145,5,24/01/2014,"$7,525.00",1069,1,1,0,0
937,5,01-30-2015,"$9,228.00",691,1,1,0,0
282,2,10-07-2014,"$5,319.00",716,1,1,0,0
229,1,08-26-2013,"$10,496.00",862,1,1,0,0
14,,21/04/2013,$0.00,,0,0,0,0
994,6,07/03/2015,"$2,727.00",263,1,0,0,0
742,3,2015-06-03,"$11,671.00",1166,1,Active,0,0
296,4,2015-01-29,"$7,973.00",777,1,1,0,0
401,1,23/09/2013,"$9,492.00",826.0,1,Active,0,0
511,2,2015-03-03,"$6,182.00",826,1,1,0,0
202,4,2014-09-04,"$6,538.00",,1,1,0,1
325,2 day,2013-11-12,"$4,774.00",539.0,1,0,0,0
97,5,,"$7,391.00",782,1,1,0,1
961,1,"July 13, 2015","$8,965.00",780,1,1,0,1
721,3,07-15-2015,"$8,305.00",737,1,Active,0,0
316,4,,"$10,450.00",,1,1,0,1
850,4,01-31-2013,"$5,423.00",,1,0,0,0
791,2,"April 23, 2013","$7,137.00",764,1,1,0,0
172,7,2013-05-26,$0.00,0,0,0,0,0
732,7,10/03/2013,$0.00,0,0,0,0,0
623,3,,"$6,406.00",708,1,0,0,1
54,3,"July 22, 2015","$5,212.00",511,1,0,0,1
11,1,13.12.30,"$11,656.00",1568,1,0,0,1
63,1,02/02/2015,,682,1,1,0,0
316,,10-25-2013,"$9,318.00",,1,Active,0,1
196,,30/10/2013,"$6,187.00",851,1,0,0,1
461,6,07-25-2015,"$4,837.00",480,1,0,0,0
91,,2013-01-14,"$4,291.00",572,1,0,0,0
941,7,06-30-2013,$0.00,0,0,0,0,0
398,7,18/08/2013,$0.00,0,0,0,0,0
163,3,07-01-2015,"$8,523.00",925,1,Active,0,0
682,5,14.10.17,"$11,309.00",1839,1,0,0,0
132,7,03-09-2014,$0.00,0,0,0,0,0
17,1,2013-08-19,"$5,084.00",768,1,0,0,1
878,2,2015-05-12,,712,1,0,0,0
233,2,2014-04-15,"$12,102.00",1178,1,1,0,1
308,4,"November 07, 2013",,909,1,Active,0,0
836,7,03/03/2013,$0.00,0,0,0,0,0
662,5,,"$9,943.00",912,1,Active,0,0
42,7,13.02.24,$0.00,0,0,0,0,0
264,2,15.01.20,"$4,989.00",747,1,0,0,0
568,,04-02-2013,"$3,715.00",,1,0,0,1
821,7,24/08/2014,$0.00,0,0,0,0,0
